D.mel FBtr	locus
FBtr0076311	NC_052529.2_cds_XP_043062944.1_16079
FBtr0076256	NC_052529.2_cds_XP_002094314.1_16143
FBtr0076193	NC_052529.2_cds_XP_002094338.1_16173
FBtr0076136	NC_052529.2_cds_XP_002094456.2_16320
FBtr0076136	NC_052529.2_cds_XP_002094456.2_16320
FBtr0075836	NC_052529.2_cds_XP_002094682.1_16656
FBtr0075171	NC_052529.2_cds_XP_002094968.3_17086
FBtr0300049	NC_052529.2_cds_XP_002094894.3_16995
FBtr0304702	NC_052529.2_cds_XP_002094893.2_16993
FBtr0300051	NC_052529.2_cds_XP_015050513.1_16991
FBtr0332651	NC_052529.2_cds_XP_015050970.1_18203
FBtr0075045	NC_052529.2_cds_XP_015050970.1_18203
FBtr0075044	NC_052529.2_cds_XP_039230571.1_18205
FBtr0075042	NC_052529.2_cds_XP_002095666.1_18204
FBtr0075043	NC_052529.2_cds_XP_015050970.1_18203
FBtr0332052	NC_052529.2_cds_XP_002095862.1_18550
FBtr0078558	NC_052529.2_cds_XP_002095862.1_18550
FBtr0300357	NC_052527.2_cds_XP_002089392.1_7318
FBtr0309371	NC_052527.2_cds_XP_039227631.1_7320
FBtr0086164	NC_052527.2_cds_XP_039227631.1_7320
FBtr0113047	NC_052527.2_cds_XP_015054706.1_7500
FBtr0113048	NC_052527.2_cds_XP_015054572.1_7501
FBtr0305124	NC_052527.2_cds_XP_002089460.2_7502
FBtr0305124	NC_052527.2_cds_XP_002089460.2_7502
FBtr0332995	NC_052527.2_cds_XP_002089461.2_7504
FBtr0113049	NC_052527.2_cds_XP_002089461.2_7504
FBtr0299788	NC_052527.2_cds_XP_039227012.1_7837
FBtr0339346	NC_052527.2_cds_XP_002089652.3_7836
FBtr0301706	NC_052527.2_cds_XP_002089839.1_8169
FBtr0088476	NC_052527.2_cds_XP_002089840.1_8170
FBtr0088198	NC_052528.2_cds_XP_002090345.1_9381
FBtr0339474	NC_052528.2_cds_XP_039228833.1_9386
FBtr0088090	NC_052528.2_cds_XP_002091192.1_10813
FBtr0091776	NC_052528.2_cds_XP_002091033.1_10572
FBtr0087854	NC_052528.2_cds_XP_002090996.1_10488
FBtr0087819	NC_052528.2_cds_XP_015052561.1_10482
FBtr0302939	NC_052528.2_cds_XP_002090991.1_10481
FBtr0087818	NC_052528.2_cds_XP_002090990.2_10480
FBtr0306584	NC_052528.2_cds_XP_002090990.2_10480
FBtr0087817	NC_052528.2_cds_XP_002090989.1_10479
FBtr0306581	NC_052528.2_cds_XP_015052557.2_10478
FBtr0306580	NC_052528.2_cds_XP_015052556.1_10476
FBtr0306583	NC_052528.2_cds_XP_015052559.2_10474
FBtr0306579	NC_052528.2_cds_XP_015052560.1_10473
FBtr0337029	NC_052528.2_cds_XP_015052558.2_10472
FBtr0344926	NC_052528.2_cds_XP_015052555.1_10477
FBtr0306582	NC_052528.2_cds_XP_015052560.1_10473
FBtr0087816	NC_052528.2_cds_XP_002090988.1_10471
FBtr0331979	NC_052528.2_cds_XP_002090988.1_10471
FBtr0310155	NC_052528.2_cds_XP_015052547.1_10427
FBtr0087772	NC_052528.2_cds_XP_015052547.1_10427
FBtr0310151	NC_052528.2_cds_XP_015052547.1_10427
FBtr0310152	NC_052528.2_cds_XP_015052547.1_10427
FBtr0310153	NC_052528.2_cds_XP_015052547.1_10427
FBtr0310154	NC_052528.2_cds_XP_015052547.1_10427
FBtr0345942	NC_052528.2_cds_XP_002090912.2_10357
FBtr0345942	NC_052528.2_cds_XP_002090912.2_10357
FBtr0310562	NC_052528.2_cds_XP_002090912.2_10357
FBtr0310562	NC_052528.2_cds_XP_002090912.2_10357
FBtr0346185	NC_052528.2_cds_XP_002090880.2_10286
FBtr0303819	NC_052528.2_cds_XP_002090880.2_10286
FBtr0087638	NC_052528.2_cds_XP_002090861.3_10247
FBtr0087638	NC_052528.2_cds_XP_002090861.3_10247
FBtr0087638	NC_052528.2_cds_XP_002090861.3_10247
FBtr0087514	NC_052528.2_cds_XP_002091322.1_11027
FBtr0087420	NC_052528.2_cds_XP_002091393.1_11153
FBtr0339997	NC_052528.2_cds_XP_002091408.1_11178
FBtr0087401	NC_052528.2_cds_XP_002091408.1_11178
FBtr0087284	NC_052528.2_cds_XP_002092331.2_12774
FBtr0345495	NC_052528.2_cds_XP_002092173.1_12504
FBtr0300312	NC_052528.2_cds_XP_002092173.1_12504
FBtr0345494	NC_052528.2_cds_XP_002092171.2_12502
FBtr0087082	NC_052528.2_cds_XP_002092171.2_12502
FBtr0345493	NC_052528.2_cds_XP_002092170.1_12501
FBtr0087081	NC_052528.2_cds_XP_002092170.1_12501
FBtr0087080	NC_052528.2_cds_XP_002092169.3_12500
FBtr0091496	NC_052528.2_cds_XP_002092168.1_12499
FBtr0303024	NC_052528.2_cds_XP_002092168.1_12499
FBtr0087042	NC_052528.2_cds_XP_002092149.1_12466
FBtr0110777	NC_052528.2_cds_XP_002092473.1_13021
FBtr0086919	NC_052528.2_cds_XP_002092440.2_12948
FBtr0086933	NC_052528.2_cds_XP_015051445.1_12932
FBtr0086934	NC_052528.2_cds_XP_015051445.1_12932
FBtr0086935	NC_052528.2_cds_XP_015051445.1_12932
FBtr0086937	NC_052528.2_cds_XP_015051445.1_12932
FBtr0089559	NC_052528.2_cds_XP_002092025.1_12235
FBtr0340276	NC_052528.2_cds_XP_002092025.1_12235
FBtr0086596	NC_052528.2_cds_XP_002091828.1_11930
FBtr0340458	NC_052528.2_cds_XP_039227983.1_11926
FBtr0340457	NC_052528.2_cds_XP_015052789.1_11925
FBtr0340459	NC_052528.2_cds_XP_039227983.1_11926
FBtr0100129	NC_052528.2_cds_XP_015052788.1_11923
FBtr0086594	NC_052528.2_cds_XP_002091824.1_11924
FBtr0086593	NC_052528.2_cds_XP_015052788.1_11923
FBtr0340470	NC_052528.2_cds_XP_039228567.1_11882
FBtr0086510	NC_052528.2_cds_XP_039228567.1_11882
FBtr0304055	NC_052528.2_cds_XP_002091798.1_11857
FBtr0086518	NC_052528.2_cds_XP_002091798.1_11857
FBtr0304898	NC_052528.2_cds_XP_002091764.2_11766
FBtr0086328	NC_052528.2_cds_XP_002091745.1_11724
FBtr0086342	NC_052528.2_cds_XP_002091742.1_11721
FBtr0086343	NC_052528.2_cds_XP_002091742.1_11721
FBtr0086301	NC_052528.2_cds_XP_002091704.1_11672
FBtr0345933	NC_052528.2_cds_XP_002091681.2_11640
FBtr0086216	NC_052528.2_cds_XP_002091681.2_11640
FBtr0071535	NC_052528.2_cds_XP_039229353.1_11501
FBtr0332423	NC_052528.2_cds_XP_039229353.1_11501
FBtr0071536	NC_052528.2_cds_XP_039229353.1_11501
FBtr0071537	NC_052528.2_cds_XP_039229353.1_11501
FBtr0071538	NC_052528.2_cds_XP_015051859.1_11503
FBtr0071539	NC_052528.2_cds_XP_015051859.1_11503
FBtr0071540	NC_052528.2_cds_XP_015051859.1_11503
FBtr0342897	NC_052528.2_cds_XP_002091532.2_11398
FBtr0342896	NC_052528.2_cds_XP_002091532.2_11398
FBtr0071703	NC_052528.2_cds_XP_002091532.2_11398
FBtr0306013	NC_052528.2_cds_XP_015052724.1_11397
FBtr0300397	NC_052528.2_cds_XP_002091532.2_11398
FBtr0071690	NC_052528.2_cds_XP_015052720.1_11363
FBtr0071691	NC_052528.2_cds_XP_002091512.1_11364
FBtr0344882	NC_052528.2_cds_XP_015052720.1_11363
FBtr0300226	NC_052528.2_cds_XP_015051911.1_11309
FBtr0300226	NC_052528.2_cds_XP_015051911.1_11309
FBtr0071720	NC_052528.2_cds_XP_002091467.1_11295
FBtr0071785	NC_052528.2_cds_XP_015051429.1_12881
FBtr0071784	NC_052528.2_cds_XP_015051429.1_12881
FBtr0345504	NC_052528.2_cds_XP_002092102.1_12394
FBtr0071933	NC_052528.2_cds_XP_002092102.1_12394
FBtr0072127	NC_052528.2_cds_XP_039228915.1_13356
FBtr0343274	NC_052528.2_cds_XP_039228915.1_13356
FBtr0343340	NC_052528.2_cds_XP_002092745.1_13448
FBtr0072164	NC_052528.2_cds_XP_002092745.1_13448
FBtr0343341	NC_052528.2_cds_XP_002092745.1_13448
FBtr0072322	NC_052528.2_cds_XP_002092868.1_13636
FBtr0300792	NC_052526.2_cds_XP_015045693.1_1105
FBtr0070411	NC_052526.2_cds_XP_015045693.1_1105
FBtr0112736	NC_052526.2_cds_XP_002099999.2_619
FBtr0070836	NC_052526.2_cds_XP_002099967.1_559
FBtr0304876	NC_052526.2_cds_XP_015045420.1_385
FBtr0071249	NC_052526.2_cds_XP_039230950.1_2549
FBtr0071307	NC_052526.2_cds_XP_015046532.1_3433
FBtr0343030	NC_052526.2_cds_XP_002101781.1_3528
FBtr0071393	NC_052526.2_cds_XP_002101781.1_3528
FBtr0071394	NC_052526.2_cds_XP_002101781.1_3528
FBtr0071506	NC_052526.2_cds_XP_002101847.3_3650
FBtr0071492	NC_052526.2_cds_XP_002101849.1_3652
FBtr0073407	NC_052526.2_cds_XP_015046096.1_2273
FBtr0073408	NC_052526.2_cds_XP_015046095.1_2274
FBtr0346382	NC_052526.2_cds_XP_015046095.1_2274
FBtr0073406	NC_052526.2_cds_XP_002100938.1_2275
FBtr0339836	NC_052526.2_cds_XP_002100938.1_2275
FBtr0073474	NC_052526.2_cds_XP_002100906.1_2229
FBtr0345166	NC_052526.2_cds_XP_015046346.1_2929
FBtr0073611	NC_052526.2_cds_XP_015046346.1_2929
FBtr0073609	NC_052526.2_cds_XP_015046346.1_2929
FBtr0073610	NC_052526.2_cds_XP_015046346.1_2929
FBtr0073608	NC_052526.2_cds_XP_015046346.1_2929
FBtr0073575	NC_052526.2_cds_XP_015045413.1_349
FBtr0073576	NC_052526.2_cds_XP_015045413.1_349
FBtr0073578	NC_052526.2_cds_XP_002099859.1_348
FBtr0073577	NC_052526.2_cds_XP_015045413.1_349
FBtr0073899	NC_052526.2_cds_XP_002100546.1_1542
FBtr0073984	NC_052526.2_cds_XP_039232111.1_1623
FBtr0074035	NC_052526.2_cds_XP_002100671.1_1751
FBtr0074392	NC_052526.2_cds_XP_002101470.1_3101
FBtr0074393	NC_052526.2_cds_XP_002101471.1_3102
FBtr0340616	NC_052526.2_cds_XP_002101471.1_3102
FBtr0346625	NC_052526.2_cds_XP_002101603.1_3312
FBtr0074559	NC_052526.2_cds_XP_002101603.1_3312
FBtr0340368	NC_052526.2_cds_XP_002101622.2_3342
FBtr0074622	NC_052526.2_cds_XP_002101622.2_3342
FBtr0077335	NC_052526.2_cds_XP_002101876.1_3749
FBtr0077336	NC_052526.2_cds_XP_002101876.1_3749
FBtr0308243	NC_052526.2_cds_XP_002101876.1_3749
FBtr0070059	NC_052526.2_cds_XP_015046680.1_3909
FBtr0070062	NC_052526.2_cds_XP_015046680.1_3909
FBtr0070061	NC_052526.2_cds_XP_015046680.1_3909
FBtr0070058	NC_052526.2_cds_XP_015046680.1_3909
FBtr0070060	NC_052526.2_cds_XP_015046680.1_3909
FBtr0343844	NC_052527.2_cds_XP_002087540.3_4388
FBtr0077942	NC_052527.2_cds_XP_002087540.3_4388
FBtr0329947	NC_052527.2_cds_XP_002087540.3_4388
FBtr0335162	NC_052527.2_cds_XP_002087652.1_4552
FBtr0077803	NC_052527.2_cds_XP_002087652.1_4552
FBtr0331203	NC_052527.2_cds_XP_015054514.1_4584
FBtr0112751	NC_052527.2_cds_XP_015054514.1_4584
FBtr0077619	NC_052527.2_cds_XP_002087738.1_4663
FBtr0300295	NC_052527.2_cds_XP_015054550.1_4787
FBtr0301934	NC_052527.2_cds_XP_015054607.1_4837
FBtr0305673	NC_052527.2_cds_XP_015054680.1_4844
FBtr0110767	NC_052527.2_cds_XP_015054680.1_4844
FBtr0305483	NC_052527.2_cds_XP_015054688.1_4853
FBtr0300304	NC_052527.2_cds_XP_015054512.1_4966
FBtr0304639	NC_052527.2_cds_XP_015054512.1_4966
FBtr0346459	NC_052527.2_cds_XP_002089237.3_7074
FBtr0110802	NC_052527.2_cds_XP_002089237.3_7074
FBtr0306841	NC_052527.2_cds_XP_002089176.1_6976
FBtr0344769	NC_052527.2_cds_XP_002089176.1_6976
FBtr0342609	NC_052527.2_cds_XP_002089176.1_6976
FBtr0300305	NC_052527.2_cds_XP_015054617.1_6962
FBtr0079143	NC_052527.2_cds_XP_002089170.1_6960
FBtr0342615	NC_052527.2_cds_XP_002089170.1_6960
FBtr0079157	NC_052527.2_cds_XP_002089169.1_6959
FBtr0079156	NC_052527.2_cds_XP_002089169.1_6959
FBtr0342618	NC_052527.2_cds_XP_002089169.1_6959
FBtr0346906	NC_052527.2_cds_XP_002088768.1_5917
FBtr0079595	NC_052527.2_cds_XP_002088768.1_5917
FBtr0332368	NC_052527.2_cds_XP_002088769.2_5916
FBtr0304640	NC_052527.2_cds_XP_002088769.2_5916
FBtr0332188	NC_052527.2_cds_XP_002088880.2_6533
FBtr0079786	NC_052527.2_cds_XP_002088880.2_6533
FBtr0079959	NC_052527.2_cds_XP_002089042.1_6770
FBtr0340557	NC_052527.2_cds_XP_002088302.1_5578
FBtr0080175	NC_052527.2_cds_XP_002088302.1_5578
FBtr0080158	NC_052527.2_cds_XP_015053637.1_5618
FBtr0344020	NC_052527.2_cds_XP_015053637.1_5618
FBtr0334137	NC_052527.2_cds_XP_015053142.1_5758
FBtr0334140	NC_052527.2_cds_XP_015053137.1_5755
FBtr0334138	NC_052527.2_cds_XP_015053137.1_5755
FBtr0334142	NC_052527.2_cds_XP_039226962.1_5756
FBtr0344148	NC_052527.2_cds_XP_039226959.1_5757
FBtr0334135	NC_052527.2_cds_XP_015053141.1_5751
FBtr0334141	NC_052527.2_cds_XP_015053143.1_5753
FBtr0334139	NC_052527.2_cds_XP_015053138.1_5752
FBtr0334136	NC_052527.2_cds_XP_015053137.1_5755
FBtr0300311	NC_052527.2_cds_XP_015054536.1_8590
FBtr0346715	NC_052527.2_cds_XP_015054536.1_8590
FBtr0080784	NC_052527.2_cds_XP_002090023.1_8544
FBtr0080862	NC_052528.2_cds_XP_002090421.1_9502
FBtr0080864	NC_052528.2_cds_XP_002090421.1_9502
FBtr0080863	NC_052528.2_cds_XP_002090421.1_9502
FBtr0342945	NC_052528.2_cds_XP_002090421.1_9502
FBtr0081221	NC_052528.2_cds_XP_015052075.1_9981
FBtr0310645	NC_052528.2_cds_XP_015052078.1_9979
FBtr0081219	NC_052528.2_cds_XP_015052078.1_9979
FBtr0081220	NC_052528.2_cds_XP_015052078.1_9979
FBtr0300823	NC_052528.2_cds_XP_015052075.1_9981
FBtr0331328	NC_052528.2_cds_XP_015052410.1_10041
FBtr0331330	NC_052528.2_cds_XP_015052410.1_10041
FBtr0081254	NC_052528.2_cds_XP_002090727.1_10039
FBtr0331329	NC_052528.2_cds_XP_002090727.1_10039
FBtr0081308	NC_052528.2_cds_XP_002090763.1_10108
FBtr0343848	NC_052528.2_cds_XP_002090776.1_10125
FBtr0345683	NC_052528.2_cds_XP_002090787.1_10140
FBtr0081378	NC_052528.2_cds_XP_002090787.1_10140
FBtr0301938	NC_052528.2_cds_XP_015052901.1_10177
FBtr0336822	NC_052528.2_cds_XP_015052901.1_10177
FBtr0085909	NC_052528.2_cds_XP_002090204.1_9081
